"   ","REFORMAT_JOB","UPDATE_JOB","PART_SUPPLIER_NUMBER","PART_SUPPLIER_COUNTRY_ABBR","PART_SUPPLIER_ABBR","JOB_PARM","FORMAT_PART_SUPPLIER_NUMBER","FORMAT_COUNTRY_ABBR","REVERSE_SUPER_JOB_PARM","PACKAGE_NAME_1","PACKAGE_NAME_2","PRICE_FACTOR","JOB_STATUS_INDICATOR","JOB_STEP_DESCRIPTION","REFORMAT_SHELL_NAME","REFORMAT_JOB_START_DATE","REFORMAT_JOB_END_DATE","UPDATE_SHELL_NAME","UPDATE_JOB_START_DATE","UPDATE_JOB_END_DATE","LAST_UPDATE_DATE","LAST_UPDATE_USER","PRICE_DECIMAL_COUNT","PRICE_ZERO_OK_FLAG","DUPLICATE_PARTS_EXPECTED_FLAG","REFORMAT_BUILDS_RTRANS_FLAG","OBSOLETE_JOB_FLAG","PREPROCESS_SCRIPT_NAME","VALIDATE_SUPERSESSIONS_FLAG","SOURCE_FILE_FREQUENCY","SOURCE_FILE_STATUS","REVERSE_SUPER_OLD_PRICE_IND","REVERSE_SUPER_OLD_SUPER_IND","REVERSE_SUPER_NEW_PRICE_IND","REVERSE_SUPER_BOTH_PRICE_IND","REVERSE_SUPER_NO_PRICE_IND","REVERSE_SUPER_RUN_IND","EFFECTIVE_DATE","REPLACEMENT_RUN_FLAG","RUN_TYPE_INDICATOR","NAGS_TYPE","LOOKUP_FORMAT_FLAG","HIST_SUPER_RECEIVED_FLAG","ASSEMBLY_SUPPLIED_FLAG","COMPONENT_SUPPLIED_FLAG","SUPER_SUPPLIED_FLAG","DISC_SUPPLIED_FLAG","PRICE_SUPPLIED_FLAG","ASSEMBLY_GENERATED_FLAG","ASSEMBLY_PROCESSED_FLAG","ASSEMBLY_NOTES","COMPONENT_GENERATED_FLAG","COMPONENT_PROCESSED_FLAG","COMPONENT_NOTES","SUPER_GENERATED_FLAG","SUPER_PROCESSED_FLAG","SUPER_NOTES","DISC_GENERATED_FLAG","DISC_PROCESSED_FLAG","DISC_NOTES","PRICE_GENERATED_FLAG","PRICE_PROCESSED_FLAG","PRICE_NOTES","DATA_SUPPLIED_BY","EFFECTIVE_DATE_SOURCE_NOTES","FILE_EXPECTED_DELIVERY_NOTES","ORIGINAL_FILE_DELIVERY","FILE_NOTIFICATION_NOTES","AB_REFORMAT_JOB_PATH","AB_UPDATE_JOB_PATH","EFFECTIVE_DATE_PATTERN","IS_ACTIVE_FROM_AUTOMATION_FLAG","PREPROCESSOR_JOB","REFORMAT_JOB_ITERATIONS","UPDATE_JOB_ITERATIONS","AB_PREPROCESSOR_JOB_PATH"
"81","mptr170","mptr171","004","US","CHR","zmpt171a","004","US","","pkg_oem_ref_026","","0","C","mptr171  Supersession Validation Complete","mptr170.ksh","3/22/2024 12:37:05 PM","3/22/2024 12:51:54 PM","mptr171.ksh","3/23/2024 1:41:42 AM","3/23/2024 2:00:56 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","US Chrysler Corporation","1st of next month","23rd - 25th","MITCHELL FTP SERVER","Email notification from CHRYSLER.PARTS.PRICING@CHRYSLER.COM with effective date from Chrysler.  Separate email for US and Canada. (MX included with US.) Suggested procedure is to wait for both emails and then process all six files at same time for ALFC, CHR, and FIAC.  File was at EBMX but as of 4/2022 they are FTPing file to Mitchell. Email  subject like ""PRICE BOOK EFFECTIVE:2022-04-01"".  Suggested procedure is to wait for both emails and then process all six files at same time.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_CHRYSLER_reformatAndUpdate/oem_us_chrysler_reformat_mptr170","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_CHRYSLER_reformatAndUpdate/oem_us_chrysler_update_mptr171","1st of next month","Y","","10","10",""
"82","mptr550","mptr551","083","CA","DAE","","083","CA","","OBSOLETE","","0","","","mptr550.ksh","","","mptr551.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"83","mptr040","mptr041","083","US","DAE","zmpt041a","083","US","mpt041e","pkg_oem_ref_017","","0","C","mptr041  Supersession Validation Complete","mptr040.ksh","1/29/2015 7:41:04 AM","1/29/2015 7:41:32 AM","mptr041.ksh","1/29/2015 7:31:54 PM","1/29/2015 7:32:25 PM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","12","","R","R","B","D","B","U","2/2/2015","N","O","N/A     ","N","Y","N","N","Y","N","N","N","N","","N","N","","N","Y","","N","N","","N","Y","","Daewoo Motor America, Inc.","unknown","","","","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_DAEWOO_reformatAndUpdate/oem_us_daewoo_reformat_mptr040","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_DAEWOO_reformatAndUpdate/oem_us_daewoo_update_mptr041","1st of next month","Y","","10","10",""
"84","vptr040","vptr041","083","VE","DAE","","083","VE","","OBSOLETE","","1","","","vptr040.ksh","","","vptr041.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"85","lptr012","lptr013","031","BR","FIA","","031","BR","","OBSOLETE","","0","","","lptr012.ksh","","","lptr013.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"86","lptr017","lptr018","031","BR","FIA","","031","BR","","OBSOLETE","","0","","","lptr017.ksh","","","lptr018.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"87","vptr017","vptr018","031","VE","FIA","","031","VE","","OBSOLETE","","1","","","vptr017.ksh","","","vptr018.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"88","lptr050","lptr051","001","BR","GMC","","001","BR","","OBSOLETE","","0","","","lptr050.ksh","","","lptr051.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"89","mptr445","mptr446","060","CA","HYU","zmpt446a","060","US","mpt446e","pkg_oem_ref_035","","0","C","mptr446  Supersession Validation Complete","mptr445.ksh","3/27/2024 11:58:38 AM","3/27/2024 12:02:35 PM","mptr446.ksh","3/28/2024 2:22:46 AM","3/28/2024 2:29:41 AM","9/16/2025 11:58:55 PM","RACE","3","Y","Y","N","N","","N","6","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","N","N","Y","Y","Y","N","N","","N","N","","N","Y","They drop discontinued parts off the file.","N","Y","","N","Y","","Hyundai Auto Canada Inc.","Noted in Email","20-31st","OEM SFTP SERVER","Email notification from Draga Culjak <dculjak@hyundaicanada.com> sent to production.control.oem  with effective date Month, Day, Year saying it is on Hyundai Canada SFTP location. Reformat job picks up txt file from CA Hyundai sftp server.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_HYUNDAI_reformatAndUpdate/oem_canada_hyundai_reformat_mptr445","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_HYUNDAI_reformatAndUpdate/oem_canada_hyundai_update_mptr446","Noted in Email","Y","","10","10",""
"90","mptr120","mptr121","064","US","RAN","zmpt121a","064","US","mpt121e","pkg_oem_ref_038","","0","C","mptr121  Supersession Validation Complete","mptr120.ksh","3/27/2024 9:01:59 AM","3/27/2024 9:04:42 AM","mptr121.ksh","3/28/2024 2:16:37 AM","3/28/2024 2:19:47 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","Y","N","Y","N","Y","N","Y","","N","N","","N","Y","","N","N","","N","Y","","Jaguar Land Rover North America, LLC","1st of next month","22nd - 29th","OEM WEBSITE","Email notification. (Not always so login and check if they've forgotten to email us.)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_LANDROVER_reformatAndUpdate/oem_us_landrover_reformat_mptr120","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_LANDROVER_reformatAndUpdate/oem_us_landrover_update_mptr121","1st of next month","Y","","10","10",""
"91","mptr450","mptr451","035","CA","MAZ","zmpt451a","035","CA","mpt451e","pkg_oem_ref_021","","0","C","mptr451  Supersession Validation Complete","mptr450.ksh","3/27/2024 5:59:55 AM","3/27/2024 6:10:23 AM","mptr451.ksh","3/28/2024 1:42:26 AM","3/28/2024 1:49:58 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","oem_ref_mptr450_maz_merge.ksh","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","Y","Y","Y","N","Y","N","Y","Y","Y","A-trans is created instead of N-trans when color code suffix of old part does not match color code suffix of new part AND new parts suffix is associated with special application of paint.","N","N","","N","Y","There is special coding in reformat associated to parts having a length of 12 and their suffixes represent paint color codes. See reformat program.","N","N","","N","Y","","Mazda Canada Inc.","1st of next month","24th - 26th","MITCHELL FTP SERVER","Email notification sent from Dipthi Divakaran (MCI) <ddivakar@mazda.ca> to production.control.oem that file was uploaded to Mitchell FTP server.  Effecitve Month is given in email so we just the 1st of that month.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_MAZDA_reformatAndUpdate/oem_canada_mazda_reformat_mptr450","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_MAZDA_reformatAndUpdate/oem_canada_mazda_update_mptr451","1st of next month","","","10","10",""
"92","vptr085","vptr086","035","VE","MAZ","","035","VE","","OBSOLETE","","1","","","vptr085.ksh","","","vptr086.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"93","lptr090","lptr091","036","BR","MBZ","","036","BR","","OBSOLETE","","0","","","lptr090.ksh","","","lptr091.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"94","pptr095","pptr096","057","PR","MIT","zppt096a","057","US","","pkg_oem_ref_012","","0","C","pptr096  Supersession Validation Complete","pptr095.ksh","3/12/2024 9:55:45 AM","3/12/2024 10:00:06 AM","pptr096.ksh","3/13/2024 1:25:42 AM","3/13/2024 1:29:32 AM","9/16/2025 11:58:55 PM","RACE","0","N","N","N","N","","N","1","","","","","","","","3/12/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech ","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_MITSUBISHI_reformatAndUpdate/oem_pr_mitsubishi_reformat_pptr095","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_MITSUBISHI_reformatAndUpdate/oem_pr_mitsubishi_update_pptr096","date of file arrival","Y","","10","10",""
"95","xptr035","xptr036","030","MX","NIS","zxpt036a","030","US","","OBSOLETE","","0","","Converted to PL/SQL","xptr035.ksh","","","xptr036.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","Y","","N","12","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"96","lptr185","lptr186","041","BR","REN","","041","BR","","OBSOLETE","","0","","","lptr185.ksh","","","lptr186.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"97","vptr185","vptr186","041","VE","REN","zvpt186a","041","VE","","OBSOLETE","","1","","Converted to PL/SQL","vptr185.ksh","","","vptr186.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"98","xptr155","xptr156","046","MX","VW","zxpt156a","046","US","","OBSOLETE","","0","C","xptr156  Supersession Validation Complete","xptr155.ksh","10/11/2007 10:15:56 AM","10/11/2007 10:23:39 AM","xptr156.ksh","10/11/2007 8:07:44 PM","10/11/2007 8:26:27 PM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","Y","","N","12","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"99","mptr505","mptr506","046","CA","VW","zmpt506a","046","US","","pkg_oem_ref_023","","0","C","mptr506  Supersession Validation Complete","mptr505.ksh","4/1/2025 7:50:24 AM","4/1/2025 7:51:52 AM","mptr506.ksh","4/1/2025 7:59:22 AM","4/1/2025 8:08:53 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","N","","N","1","","","","","","","","1/1/2025","N","O","N/A     ","N","N","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","Volkswagon Canada","1st of next month","26th - 31st","EXTERNAL FTP SERVER","Email from VGCA Parts Pricing <vgcapartspricing@vw.ca> sent to production.control.oem.  Noted effective date Month, Day , Year in email. Only have 5 days to download their file.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_VOLKSWAGEN_reformatAndUpdate/oem_canada_volkswagen_reformat_mptr505","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_VOLKSWAGEN_reformatAndUpdate/oem_canada_volkswagen_update_mptr506","1st of next month","Y","","10","10",""
"100","mptr500","mptr501","047","CA","VOL","zmpt501a","047","US","mpt501e","pkg_oem_ref_029","","0","C","mptr501  Supersession Validation Complete","mptr500.ksh","3/22/2024 5:47:16 AM","3/22/2024 5:50:24 AM","mptr501.ksh","3/23/2024 1:05:55 AM","3/23/2024 1:08:45 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","N","N","Y","Y","Y","Y","Y","Supersession type is not identified. A-trans are generated from N-trans in split program.","N","N","","N","Y","","N","Y","Supersessions having new part number = PART NO EXPIRED are discontinued parts.","N","Y","","Volvo of America, Corp.","1st of next month","22nd - 24th","MITCHELL FTP SERVER","Yearly schedule emailed to us. Based on schedule, check availability after 11:00 am by running ActiveBatch pre-step_mptr149 under OEM_US_CANADA_VOLVO. A report will be generated via RACE and emailed saying new files are OK or not. If OK, proceed with media entry and schedule of reformat.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_CANADA_VOLVO_reformatsAndUpdates/oem_canada_volvo_reformat_mptr500","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_CANADA_VOLVO_reformatsAndUpdates/oem_canada_volvo_update_mptr5010","1st of next month","Y","","10","10",""
"101","vptr060","vptr061","032","VE","HON","zvpt061a","032","US","","OBSOLETE","","2","","","vptr060.ksh","","","vptr061.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"102","vptr047","vptr048","002","VE","FOR","zvpt048a","002","VE","","OBSOLETE","","1","","","vptr047.ksh","","","vptr048.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"103","mptr405","mptr406","024","CA","BMW","zmpt406a","024","US","mpt406e","pkg_oem_ref_017","","0","C","mptr406  Supersession Validation Complete","mptr405.ksh","3/20/2024 6:12:37 AM","3/20/2024 6:16:25 AM","mptr406.ksh","3/21/2024 1:00:37 AM","3/21/2024 1:07:06 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","BMW Canada, Inc.","1st of next month","18th - 24th","EMAIL ATTACHMENT","Email notification from Message Manager <message.manager@bmwgroup.ca> to production.control.oem with zipped file attached.  Renamed to bmwca.prc.  NO effective date given.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_BMW_reformatAndUpdate/oem_canada_bmw_reformat_mptr405","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_BMW_reformatAndUpdate/oem_canada_bmw_update_mptr406","1st of next month","Y","","10","10",""
"104","mptr430","mptr431","001","CA","GMC","zmpt431a","001","US","","pkg_oem_ref_039","","0","C","mptr431  Supersession Validation Complete","mptr430.ksh","3/25/2024 7:48:56 AM","3/25/2024 8:07:40 AM","mptr431.ksh","3/28/2024 1:13:53 AM","3/28/2024 1:36:20 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","N","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","General Motors of Canada, Ltd.","1st Monday of the next month","File from Monday of the weekend extract","MITCHELL FTP SERVER","No notification from OEM. File delivery noted on RACEDataOps FTP Report. Uploads weekly to FTP, but we only use file from Monday evening in the week of the extract. Run Tuesday morning.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_GMC_SAAB_SATURN_reformat/step1_oem_canada_gmc_reformat_mptr430","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_GMC_SAAB_SATURN_Update/step1_oem_canada_gmc_update_mptr431","1st Monday of the next month","Y","","10","10",""
"105","mptr390","mptr391","290","US","KAW","zmpt391a","290","US","mpt391e","pkg_oem_ref_009","","0","C","mptr391  Supersession Validation Complete","mptr390.ksh","3/5/2024 6:28:25 AM","3/5/2024 6:32:46 AM","mptr391.ksh","3/6/2024 12:36:57 AM","3/6/2024 12:41:32 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","3/1/2024","N","O","MNTHLY  ","N","N","N","N","Y","N","Y","N","N","","N","N","","N","N","Singulars Only","Y","Y","Generate from Part table if disc in past 10 years","N","Y","","Kawasaki Motors Corp., U.S.A.","date of file arrival","4th - 6th","OEM WEBSITE","No notification. Around the 5th of each month, login to their website and check for file to download.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_MONTHLY_reformatsAndUpdates/oem_us_kawasaki_motorcycle_monthly_reformat_mptr390","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_MONTHLY_reformatsAndUpdates/oem_us_kawasaki_motorcycle_monthly_update_mptr391","date of file arrival","Y","","10","10",""
"106","mptr395","mptr396","290","US","KAW","zmpt396a","290","US","","pkg_oem_ref_009","","0","R","Step570 Save files","mptr395.ksh","2/6/2019 12:50:15 PM","2/6/2019 12:50:18 PM","mptr396.ksh","12/21/2021 12:27:07 PM","","9/16/2025 11:58:55 PM","RACE","0","N","Y","Y","N","","N","999","","","","","","","","2/6/2019","N","O","MSUPR   ","N","N","Y","N","N","N","N","N","Y","","N","N","","N","N","","N","N","","N","N","","Kawasaki Motors Corp., U.S.A.","date of file arrival","","MUST REQUEST (XLS)","No notification. We must request this excel file which DataOps then runs thru a conversion macro.  Quarterly File.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_MULTI_SUPERS_reformatsAndUpdates/oem_us_kawasaki_motorcycle_multi_supers_reformat_mptr395","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_MULTI_SUPERS_reformatsAndUpdates/oem_us_kawasaki_motorcycle_multi_supers_reformat_mptr395","date of file arrival","Y","","10","10",""
"107","mptr625","mptr626","296","CA","POL","zmpt626a","296","US","","pkg_oem_ref_296","","0","C","mptr626  Supersession Validation Complete","","1/16/2024 10:26:09 AM","1/16/2024 10:26:10 AM","","1/17/2024 1:31:12 AM","1/17/2024 1:33:04 AM","1/17/2024 1:33:04 AM","RACEJOB","2","Y","Y","N","N","","N","6","","","","","","","","1/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Polaris","date of file","delivered 2x year; Feb and Aug","Dropbox / Email","Email notification with xls files attached.","","","","","","","",""
"108","mptr825","mptr826","715","US","LYNN","zmpt826a","715","US","","pkg_oem_ref_715","","0","C","mptr826  Supersession Validation Complete","","3/7/2024 5:45:28 AM","3/7/2024 5:46:11 AM","","3/9/2024 12:55:24 AM","3/9/2024 12:55:36 AM","3/9/2024 12:55:36 AM","RACEJOB","0","Y","Y","N","N","","N","6","","","","","","","","3/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","LYNN Truck Parts","date of file arrival","unknown; not established with Supplier","","File is emailed to production.control.oem. They save tab-delimited file to NT for reformat to process. (Ref will also provide copy to Editors.)","","","","","","","",""
"109","pptr365","pptr366","020","PR","GENE","zppt366a","060","US","","pkg_oem_ref_012","","0","C","pptr366  Supersession Validation Complete","","3/7/2024 8:01:00 AM","3/7/2024 8:04:00 AM","","3/8/2024 1:38:32 AM","3/8/2024 1:41:03 AM","3/8/2024 1:41:03 AM","RACEJOB","0","N","Y","N","N","","N","1","","","","","","","","3/7/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","","N","Y","","ABC Infotech","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","","","","","","","",""
"110","mptr850","mptr851","713","US","JONE","zmpt851a","713","US","","pkg_oem_ref_713","","0","C","mptr851  Supersession Validation Complete","","12/14/2023 12:36:47 PM","12/14/2023 12:37:05 PM","","12/15/2023 12:24:47 AM","12/15/2023 12:25:00 AM","12/15/2023 12:25:00 AM","RACEJOB","0","N","N","N","N","","N","6","","","","","","","","1/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Jones Performance Parts","Noted in Email","","EMAIL ATTACHMENT","Email notification with effective date and files attached","","","","","","","",""
"111","mptr802","mptr803","717","CA","TRP","zmpt803a","717","US","","pkg_oem_ref_717","","0","C","mptr803  Supersession Validation Complete","","3/20/2024 5:44:46 AM","3/20/2024 5:44:54 AM","","3/21/2024 1:00:22 AM","3/21/2024 1:00:34 AM","3/21/2024 1:00:34 AM","RACEJOB","0","N","N","N","N","","N","3","","","","","","","","3/15/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","PACCAR","date of file arrival","Quarterly","MITCHELL FTP SERVER","RACEDataOps FTP Report","","","","","","","",""
"112","mptr365","mptr366","020","US","GENE","zmpt366a","060","US","mpt366e","pkg_oem_ref_034","","0","C","mptr366  Supersession Validation Complete","","3/22/2024 12:17:14 PM","3/22/2024 12:19:22 PM","","3/23/2024 1:40:46 AM","3/23/2024 1:41:40 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","N","oem_ref_mptr365_gene_rawupd.ksh","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","Y","N","Y","N","Y","N","Y","","N","N","","N","Y","They OMIT parts having net-price of zero and parts that are out-of-stock.","N","N","","N","Y","","Hyundai Motor America","1st of next month","22nd - 24th","","Email notification from Huang, David [HMA] <DHuang@hmausa.com> sent to production.control.oem with effective Month and Year that zip file is uploaded to Mitchell FTP site; therefore file should appear on RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_GENESIS_reformatAndUpdate/oem_us_genesis_reformat_mptr365","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_GENESIS_reformatAndUpdate/oem_us_genesis_update_mptr366","1st of next month","Y","","10","10",""
"113","mptr815","mptr816","774","US","HINO","zmpt816a","774","US","","pkg_oem_ref_774","","0","C","mptr816  Supersession Validation Complete","","3/18/2024 11:13:08 AM","3/18/2024 11:14:11 AM","","3/19/2024 1:43:06 AM","3/19/2024 1:43:51 AM","9/16/2025 11:58:55 PM","RACE","2","N","N","Y","N","","N","3","","","","","","","","4/1/2024","N","O","N/A     ","N","N","N","N","Y","N","Y","Y","Y","","N","N","","N","Y","Where superseded_part_number is valued; superseded_part_number is old_part and part_number is new part.","N","N","Discontinued parts are dropped from file. Mitchell discontinues 6 months after drop","N","Y","","Hino Trucks, A Toyota Group Company","1st of next month","","EMAIL ATTACHMENT","Email sent from Habsburg, Peter <Habsburg@hino.com> to production.control.oem.  Excel sheet attached with effective date month day year.  Run Excel Conversion Macro to create txt file called Hino.txt.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HINO_reformatAndUpdate/oem_us_hino_reformat_mptr815","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HINO_reformatAndUpdate/oem_us_hino_update_mptr816","1st of next month","Y","","10","10",""
"114","mptr820","mptr821","710","US","LKQT","zmpt821a","710","US","","pkg_oem_ref_710","","0","C","mptr821  Supersession Validation Complete","","1/30/2024 6:17:17 AM","1/30/2024 6:17:44 AM","","1/31/2024 12:25:42 AM","1/31/2024 12:26:00 AM","9/16/2025 11:58:55 PM","RACE","2","N","Y","N","N","","N","6","","","","","","","","1/29/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","LKQ Corporation","date of file arrival","","MITCHELL FTP SERVER","","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_LKQT_reformatAndUpdate/oem_us_lkqt_reformat_ mptr820","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_LKQT_reformatAndUpdate/oem_us_lkqt_update_mptr821","date of file arrival","Y","","10","10",""
"115","mptr839","mptr839","790","US","TSEM","","790","US","","FTP Files for mptr840 setup","","0","R","Step020R oem_ref_mptr839_ftp_tesla_semi_source_file","","1/5/2023 5:50:28 AM","","","","","3/29/2024 6:37:20 AM","RACEJOB","2","Y","Y","N","N","","N","1","","","","","","","","","N","O","N/A","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","N","","Tesla","date of file arrival","Every Monday","EXTERNAL FTP SERVER","No notification. Tesla stages Semi Truck Zip File on their server weekly.","","","","","","","",""
